CNTYVTD,VTDKEY,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"2450048",6076,54,292,3
"2450049",6077,30,134,0
"2450050",6078,138,803,8
"2450051",6079,15,134,1
"2450052",6080,18,202,3
"2450053",6081,52,546,6
"2450054",6082,18,199,3
"2450055",6083,9,156,2
"2450056",6084,1524,303,22
"2450057",6085,23,307,2
"2450058",6086,254,31,0
"2450059",6087,26,436,2
"2450060",6088,1310,298,23
"2450061",6089,480,318,7
"2450062",6090,1119,434,28
"2450063",6091,42,604,5
"2450064",6092,95,345,2
"2450065",6093,929,275,13
"2450066",6094,643,162,9
"2450067",6095,150,932,7
"2450068",6096,746,551,17
"2450069",6097,1271,368,30
"2450070",6098,426,591,5
"2450071",6099,112,26,2
"2450072",6100,876,1197,19
"2450073",6101,1105,417,26
"2450074",6102,1421,204,17
"2450075",6103,62,327,2
"2450076",6104,60,277,6
"2450077",6105,53,550,8
"2450078",6106,373,611,11
"2450079",6107,800,437,13
"2450080",6108,118,24,0
"2450081",6109,22,309,4
"2450082",6110,432,616,8
"2450083",6111,569,114,11
"2450084",6112,30,420,2
"2450085",6113,102,658,0
"2450086",6114,383,275,7
"2450087",6115,96,434,5
"2450088",6116,190,344,2
"2450089",6117,59,138,4
"2450090",6118,16,16,0
"2450091",6119,375,40,3
"2450092",6120,471,232,4
"2450093",6121,61,242,6
"2450094",6122,970,336,13
"2450095",6123,195,98,3
"2450096",6124,39,166,1
"2450097",6125,20,54,1
"2450098",6126,134,70,2
"2450099",6127,91,212,5
"2450100",6128,1036,634,18
"2450101",6129,9,7,0
"2450102",6130,1,0,0
"2450103",6131,117,25,0
"2450104",6132,44,7,0
"2470001",6133,92,235,4
"2470002",6134,167,233,2
"2470003",6135,133,194,1
"2470004",6136,112,270,1
"2470005",6137,4,6,0
"2490001",6138,65,111,1
"2490002",6139,184,61,2
"2490003",6140,502,131,7
"2490004",6141,269,270,2
"2490005",6142,43,71,0
"2490006",6143,158,247,3
"2490007",6144,740,446,9
"2490008",6145,1018,263,14
"2490009",6146,97,130,1
"2490010",6147,228,549,5
"2490011",6148,125,176,0
"2490012",6149,346,421,5
"2490013",6150,51,121,2
"2490014",6151,70,39,0
"2490015",6152,306,304,6
"2490016",6153,86,221,4
"2490017",6154,320,360,6
"2490018",6155,75,81,2
"2490019",6156,127,28,1
"2490020",6157,78,198,2
"2490022",6158,200,388,5
"2510001",6159,138,21,3
"2510002",6160,1132,253,14
"2510003",6161,899,243,20
"2510004",6162,1491,458,29
"2510005",6163,1202,269,17
"2510006",6164,268,43,4
"2510007",6165,1291,294,22
"2510008",6166,820,382,18
"2510009",6167,550,76,3
"2510010",6168,806,230,22
"2510011",6169,1905,347,27
"2510012a",6170,1384,248,20
"2510012b",6171,453,101,6
"2510013",6172,1022,233,32
"2510014",6173,233,30,5
"2510015",6174,794,127,12
"2510016",6175,278,62,8
"2510017",6176,1142,368,21
"2510018",6177,1538,441,29
"2510019",6178,1978,457,35
"2510020",6179,363,227,8
"2510021",6180,778,119,8
"2510022",6181,1349,473,32
"2510023",6182,1031,158,15
"2510024",6183,1140,246,27
"2510025",6184,542,161,11
"2510026",6185,700,106,13
"2510027",6186,1117,157,28
"2510028",6187,904,171,17
"2510029",6188,510,94,12
"2510030",6189,842,126,15
"2510031",6190,606,106,8
"2510032",6191,1379,300,21
"2510033",6192,1160,226,24
"2510034",6193,881,259,23
"2510035",6194,1952,355,28
"2510036",6195,271,163,9
"2510037",6196,728,168,16
"2510038",6197,364,84,4
"2510039",6198,934,261,23
"2510040",6199,1169,364,24
"2510041",6200,2048,463,35
"2510042",6201,724,336,18
"2510043",6202,669,299,8
"2530001",6203,751,191,7
"2530002",6204,998,244,16
"2530003",6205,1324,131,16
"2530004",6206,1094,191,18
"2550001",6207,498,322,10
"2550002",6208,105,8,0
"2550003",6209,102,4,1
"2550004",6210,394,146,6
"2550005",6211,258,106,1
"2550006",6212,171,8,1
"2550007",6213,357,25,5
"2550008",6214,105,23,0
"2550009",6215,96,12,4
"2550010",6216,170,10,0
"2550011",6217,294,90,6
"2550012",6218,223,76,6
"2550013",6219,30,1,1
"2550014",6220,191,207,4
"2550015",6221,29,16,1
"2570001",6222,916,422,17
"2570002",6223,543,125,13
"2570003",6224,964,362,21
"2570004",6225,869,239,20
"2570005",6226,290,604,4
"2570006",6227,936,189,15
"2570007",6228,755,471,27
"2570008",6229,583,348,7
"2570009",6230,751,178,12
"2570010",6231,1152,186,8
"2570011",6232,827,291,18
"2570012",6233,808,122,14
"2570013",6234,868,560,25
"2570014",6235,679,370,19
"2570015",6236,1177,191,12
"2570016",6237,1271,207,14
"2570017",6238,950,136,9
"2570018",6239,993,203,17
"2570019",6240,1019,325,26
"2570020",6241,594,155,14
"2570021",6242,983,168,9
"2570022",6243,591,77,11
"2570023",6244,501,168,8
"2570024",6245,575,182,7
"2570025",6246,294,157,8
"2570026",6247,151,450,8
"2570027",6248,1100,414,27
"2570028",6249,650,146,11
"2570029",6250,460,486,23
"2570030",6251,751,162,10
"2570031",6252,422,155,13
"2570032",6253,887,322,14
"2570033",6254,145,93,5
"2570034",6255,1064,295,22
"2570035",6256,1024,637,36
"2570036",6257,556,297,14
"2570037",6258,392,401,21
"2591010",6259,1068,322,32
"2591030",6260,131,25,3
"2591050",6261,1252,242,27
"2591110",6262,1115,217,22
"2592020",6263,1194,163,16
"2592060",6264,936,199,18
"2592080",6265,947,177,16
"2592120",6266,1044,213,17
"2593010",6267,1049,231,17
"2593030",6268,1315,190,16
"2593040",6269,483,117,10
"2593050",6270,1064,260,19
"2593060",6271,432,68,8
"2594050",6272,1201,325,13
"2594070",6273,832,187,12
"2594090",6274,630,147,12
"2594100",6275,1383,299,28
"2610001",6276,25,11,1
"2610002",6277,29,17,1
"2610003",6278,15,17,1
"2610004",6279,26,5,0
"2610005",6280,5,1,0
"2610006",6281,11,6,0
"2630101",6282,96,13,3
"2630201",6283,20,2,1
"2630202",6284,48,3,0
"2630301",6285,53,8,0
"2630302",6286,21,1,0
"2630401",6287,61,7,0
"2650101",6288,1489,305,18
"2650107",6289,542,100,8
"2650109",6290,817,175,17
"2650113",6291,722,203,9
"2650118",6292,187,52,4
"2650119",6293,986,336,19
"2650202",6294,1031,172,12
"2650211",6295,377,114,8
"2650215",6296,1541,303,20
"2650220",6297,1558,281,20
"2650303",6298,778,178,10
"2650308",6299,399,109,3
"2650312",6300,1369,503,32
"2650314",6301,720,423,24
"2650404",6302,570,58,10
"2650405",6303,931,242,22
"2650406",6304,1539,315,22
"2650410",6305,169,10,3
"2650416",6306,897,163,16
"2650417",6307,944,226,21
"2670001",6308,371,43,6
"2670002",6309,171,20,4
"2670003",6310,142,13,2
"2670004",6311,190,18,2
"2670006",6312,177,17,0
"2670007",6313,214,17,4
"2670009",6314,264,33,5
"2690001",6315,33,2,0
"2690002",6316,20,0,0
"2690003",6317,33,1,0
"2690004",6318,34,3,1
"2710001",6319,244,51,1
"2710002",6320,200,92,3
"2710003",6321,136,96,4
"2710004",6322,310,51,3
"2730011",6323,171,171,5
"2730012",6324,678,303,13
"2730013",6325,144,138,1
"2730014",6326,397,313,9
"2730021",6327,504,249,4
"2730022",6328,193,179,6
"2730023",6329,117,79,4
"2730024",6330,316,249,7
"2730031",6331,480,347,18
"2730032",6332,163,125,4
"2730033",6333,96,57,1
"2730034",6334,437,183,6
"2730035",6335,375,174,4
"2730041",6336,239,281,5
"2730042",6337,149,272,4
"2730043",6338,235,383,4
"2730044",6339,137,126,4
"2750101",6340,266,51,4
"2750201",6341,108,17,0
"2750202",6342,122,28,0
"2750301",6343,170,48,4
"2750302",6344,30,1,0
"2750401",6345,170,72,3
"277001c",6346,148,22,2
"277001e",6347,376,67,6
"277001f",6348,683,75,6
"277001h",6349,293,26,6
"277001i",6350,187,17,1
"277002d",6351,282,67,6
"277002e",6352,292,42,4
"277002f",6353,106,12,0
"277002g",6354,303,71,1
"277003d",6355,425,32,3
"277003e",6356,679,51,8
"277003f",6357,276,30,3
"277003g",6358,297,28,4
"277003i",6359,668,86,5
"277004b",6360,847,125,10
"277004d",6361,793,48,4
"277004e",6362,510,66,6
"277004f",6363,814,139,13
"277004ga",6364,526,71,6
"277004gb",6365,61,8,1
"2771a3b",6366,1569,490,32
"2771a5a",6367,176,117,6
"2772a1a",6368,140,302,6
"2772c3a",6369,724,633,28
"2773c7g",6370,820,308,17
"2773h3c",6371,290,120,5
"2774a6e",6372,794,163,11
"2790001",6373,333,86,2
"2790002",6374,178,76,0
"2790003",6375,265,47,1
"2790004",6376,36,2,0
"2790005",6377,157,35,1
"2790006",6378,138,41,1
"2790008",6379,787,143,9
"2790009",6380,319,120,13
"2790010",6381,167,28,2
"2790011",6382,311,43,4
"2790012",6383,94,8,2
"2810001",6384,764,250,10
"2810002",6385,1583,289,28
"2810003",6386,648,205,15
"2810004",6387,556,108,12
"2810005",6388,314,31,5
"2810006",6389,287,31,2
"2810007",6390,361,62,8
"2810008",6391,771,183,13
"2810009",6392,789,184,8
"2830001",6393,264,177,2
"2830002",6394,73,108,2
"2830003",6395,121,189,1
"2830004",6396,54,5,0
"2830005",6397,125,159,2
"2830006",6398,91,87,0
"2850101",6399,701,69,4
"2850102",6400,737,130,5
"2850119",6401,395,36,2
"2850208",6402,431,46,1
"2850223",6403,689,79,2
"2850231",6404,817,97,2
"2850309",6405,689,83,2
"2850311",6406,358,37,4
"2850329",6407,691,85,12
"2850416",6408,468,40,3
"2850430",6409,880,128,8
"2870101",6410,625,220,7
"2870102",6411,74,59,0
"2870103",6412,129,8,1
"2870201",6413,355,22,1
"2870202",6414,864,153,6
"2870203",6415,210,21,1
"2870301",6416,66,5,1
"2870302",6417,561,117,11
"2870303",6418,114,27,0
"2870304",6419,544,162,17
"2870401",6420,300,101,2
"2870402",6421,51,30,0
"2870403",6422,138,34,1
"2870404",6423,252,98,1
"2870405",6424,367,72,8
"2890001",6425,830,116,10
"2890002",6426,203,21,3
"2890003",6427,324,36,1
"2890004",6428,445,72,2
"2890005",6429,305,39,3
"2890006",6430,709,64,4
"2890007",6431,308,24,5
"2890008",6432,502,78,6
"2890009",6433,228,20,0
"2890010",6434,528,44,3
"2890011",6435,406,70,5
"2890012",6436,349,107,5
"2890013",6437,495,35,4
"2890014",6438,149,25,0
"2910001",6439,471,73,4
"2910002",6440,474,48,7
"2910003",6441,1311,111,8
"2910004",6442,247,51,0
"2910006",6443,439,39,3
"2910007",6444,404,161,4
"2910008",6445,1226,129,14
"2910009",6446,1300,119,7
"2910010",6447,1399,314,27
"2910011",6448,236,169,0
"2910013",6449,411,33,2
"2910018",6450,162,371,6
"2910019",6451,1577,380,29
"2910020",6452,779,577,12
"2910021",6453,1524,162,17
"2910022",6454,1025,298,22
"2910023",6455,179,51,2
"2910024",6456,1060,174,6
"2910025",6457,502,45,5
"2910026",6458,755,160,9
"2910030",6459,598,201,9
"2910031",6460,448,150,10
"2930101",6461,720,234,6
"2930102",6462,335,30,4
"2930103",6463,354,66,1
"2930104",6464,380,59,5
"2930201",6465,200,95,0
"2930202",6466,105,179,1
"2930203",6467,20,34,0
"2930204",6468,239,49,5
"2930205",6469,163,75,3
"2930206",6470,201,28,1
"2930301",6471,514,141,3
"2930302",6472,230,63,2
"2930303",6473,83,10,0
"2930304",6474,321,49,3
"2930305",6475,164,54,2
"2930401",6476,394,263,6
"2930402",6477,220,23,1
"2930403",6478,167,25,4
"2930404",6479,235,21,1
"2930405",6480,180,20,3
"2930406",6481,105,17,1
"2950106",6482,134,13,2
"2950202",6483,64,4,2
"2950207a",6484,181,14,1
"2950207b",6485,1,0,0
"2950303",6486,232,24,1
"2950308",6487,97,11,0
"2950404",6488,184,35,2
"2950409",6489,54,8,0
"2970001",6490,210,27,3
"2970002",6491,394,71,4
"2970003",6492,327,135,4
"2970004",6493,322,48,3
"2970005",6494,213,18,2
"2970006",6495,124,8,0
"2970007",6496,16,4,0
"2970008",6497,73,4,1
"2970009",6498,418,86,6
"2970010",6499,162,13,0
"2970011",6500,43,1,0
"2970012",6501,89,4,0
"2970013",6502,282,26,2
"2970014",6503,444,60,4
"2990101",6504,136,32,4
"2990102",6505,324,62,8
"2990108",6506,500,137,10
"2990109",6507,1977,378,18
"2990203",6508,1177,233,18
"2990204",6509,445,110,12
"2990205",6510,353,78,9
"2990307",6511,1344,331,28
"2990410",6512,2031,390,31
"3010001",6513,15,3,0
"3010002",6514,8,2,0
"3010003",6515,18,1,0
"3010004",6516,5,3,0
"3030001",6517,555,758,25
"3030002",6518,405,359,17
"3030003",6519,297,746,24
"3030004",6520,79,265,5
"3030005",6521,110,217,11
"3030006",6522,51,465,6
"3030007",6523,1170,411,46
"3030008",6524,389,755,43
"3030009",6525,981,459,37
"3030010",6526,161,261,24
"3030011",6527,45,42,0
"3030012",6528,859,297,27
"3030013",6529,283,145,14
"3030014",6530,470,311,28
"3030015",6531,796,808,66
"3030017",6532,518,699,41
"3030019",6533,130,255,4
"3030020",6534,37,417,5
"3030021",6535,524,361,29
"3030022",6536,886,443,35
"3030023",6537,470,286,32
"3030024",6538,407,389,20
"3030025",6539,150,197,7
"3030026",6540,353,478,13
"3030027",6541,781,554,42
"3030028",6542,775,345,21
"3030029",6543,528,515,20
"3030030",6544,811,363,25
"3030031",6545,735,152,11
"3030032",6546,334,95,13
"3030033",6547,1318,211,26
"3030034",6548,223,49,6
"3030035",6549,438,87,9
"3030036",6550,721,262,19
"3030037",6551,367,71,9
"3030038",6552,340,237,8
"3030039",6553,856,143,17
"3030040",6554,42,273,4
"3030041",6555,1050,225,24
"3030043",6556,304,34,4
"3030044",6557,513,128,8
"3030045",6558,173,48,6
"3030046",6559,1391,189,33
"3030047",6560,923,397,45
"3030049",6561,309,348,22
"3030050",6562,321,408,19
"3030051",6563,38,19,0
"3030052",6564,858,285,31
"3030053",6565,794,459,49
"3030054",6566,1706,377,55
"3030056",6567,351,85,6
"3030057",6568,543,223,16
"3030058",6569,566,189,12
"3030059",6570,779,465,34
"3030060",6571,608,159,20
"3030062",6572,1004,332,34
"3030063",6573,34,15,4
"3030065",6574,307,103,6
"3030066",6575,1349,296,37
"3030067",6576,728,344,31
"3030072",6577,943,473,39
"3030075",6578,595,133,19
"3030076",6579,697,261,21
"3030078",6580,1467,322,37
"3030092",6581,133,41,4
"3030102",6582,214,18,5
"3030103",6583,227,30,3
"3030104",6584,517,101,16
"3030108",6585,348,108,7
"3030109",6586,1296,261,44
"3030110",6587,1782,365,68
"3030111",6588,729,143,23
"3030112",6589,524,177,9
"3030113",6590,598,492,30
"3030114",6591,141,179,10
"3030118",6592,605,282,17
"3030119",6593,794,536,22
"3030120",6594,1378,246,30
"3030121",6595,1288,210,25
"3030122",6596,664,302,15
"3030123",6597,843,272,30
"3030124",6598,956,245,36
"3030125",6599,1064,282,22
"3030126",6600,520,198,23
"3030127",6601,1145,369,39
"3030128",6602,1016,208,25
"3030129",6603,1395,437,47
"3030135",6604,196,37,5
"3030138",6605,109,18,2
"3030139",6606,728,174,18
"3030140",6607,1023,239,28
"3030141",6608,964,411,36
"3030142",6609,36,21,0
"3030151",6610,405,85,6
"3030152",6611,441,362,23
"3030153",6612,89,403,7
"3030154",6613,1387,346,36
"3030155",6614,1308,152,18
"3030178",6615,166,18,3
"3050001",6616,199,67,2
"3050002",6617,179,50,2
"3050003",6618,186,49,3
"3050004",6619,408,47,3
"3050005",6620,31,3,0
"3050006",6621,153,49,4
"3050009",6622,27,5,0
"3050012",6623,197,32,0
"3070101",6624,617,88,8
"3070102",6625,79,11,0
"3070201",6626,308,93,5
"3070202",6627,96,15,0
"3070301",6628,462,70,9
"3070302",6629,143,7,3
"3070401",6630,288,53,2
"3070402",6631,193,21,2
"3070403",6632,88,10,4
"3090001",6633,65,98,4
"3090002",6634,57,118,4
"3090003",6635,473,762,25
"3090004",6636,39,44,3
"3090005",6637,77,203,2
"3090006",6638,73,201,0
"3090007",6639,222,407,15
"3090008",6640,224,344,15
"3090009",6641,109,259,7
"3090010",6642,115,678,9
"3090011",6643,987,389,20
"3090012",6644,104,1201,9
"3090013",6645,31,28,0
"3090014",6646,65,502,8
"3090015",6647,99,32,0
"3090016",6648,978,395,27
"3090017",6649,270,229,11
"3090018",6650,103,145,9
"3090019",6651,1315,516,23
"3090020",6652,44,136,3
"3090021",6653,79,157,6
"3090022",6654,72,109,2
"3090023",6655,1739,489,31
"3090024",6656,329,123,3
"3090025",6657,251,415,6
"3090026",6658,111,186,4
"3090027",6659,84,264,4
"3090028",6660,378,273,7
"3090029",6661,189,208,3
"3090030",6662,580,467,20
"3090031",6663,694,512,14
"3090032",6664,434,152,8
"3090033",6665,652,324,16
"3090034",6666,572,293,18
"3090035",6667,150,258,2
"3090036",6668,460,219,19
"3090037",6669,242,257,6
"3090038",6670,131,172,9
"3090039",6671,88,230,5
"3090040",6672,705,450,31
"3090041",6673,535,349,15
"3090042",6674,172,317,9
"3090043",6675,102,97,5
"3090044",6676,1329,425,27
"3090045",6677,111,129,5
"3090046",6678,37,74,0
"3090047",6679,109,132,5
"3090048",6680,66,108,6
"3090049",6681,106,104,8
"3090050",6682,273,353,8
"3090051",6683,1745,792,33
"3090052",6684,445,185,14
"3090053a",6685,81,81,4
"3090053b",6686,0,0,0
"3090054",6687,924,319,19
"3090055",6688,1391,470,32
"3090056",6689,137,221,8
"3090057",6690,299,268,5
"3090058",6691,799,550,17
"3090059",6692,1704,441,35
"3090060",6693,1146,471,31
"3090061",6694,1426,538,27
"3090062",6695,1173,545,36
"3090063",6696,2114,543,30
"3090064",6697,390,127,6
"3090065",6698,511,88,7
"3090066",6699,650,103,11
"3090067",6700,1335,236,18
"3090068",6701,558,95,6
"3090069",6702,862,90,8
"3090070",6703,208,20,2
"3090071",6704,311,86,2
"3090072",6705,452,109,7
"3090073",6706,505,70,10
"3090074",6707,380,64,5
"3090075",6708,1608,313,33
"3090076",6709,1002,199,15
"3090077",6710,744,123,9
"3090078",6711,1570,435,28
"3090079",6712,482,209,13
"3090080a",6713,1265,117,11
"3090080b",6714,0,0,0
"3090081",6715,2041,321,21
"3090082",6716,1411,264,14
"3090083",6717,279,56,5
"3090084",6718,963,275,19
"3090085",6719,191,199,4
"3090086",6720,362,547,10
"3090087",6721,287,345,5
"3090088",6722,104,86,0
"3090089",6723,8,16,1
"3090090",6724,132,96,4
"3090091",6725,970,288,18
"3110001",6726,69,7,0
"3110002",6727,114,7,0
"3110003",6728,101,9,1
"3110004",6729,111,10,0
"3130101",6730,689,178,8
"3130202",6731,806,195,8
"3130303",6732,545,257,3
"3130404",6733,1041,92,10
"3150001",6734,194,90,2
"3150002",6735,476,87,2
"3150003",6736,259,58,3
"3150004",6737,152,60,5
"3150005",6738,307,72,5
"3150006",6739,282,140,2
"3150007",6740,205,212,1
"3150008",6741,393,106,7
"3150009",6742,178,45,3
"3150010",6743,107,69,3
"3170001",6744,262,56,5
"3170002",6745,220,72,2
"3170003",6746,324,42,4
"3170004",6747,302,49,1
"317003a",6748,79,6,0
"317004a",6749,116,4,2
"3190101",6750,397,81,4
"3190210",6751,326,81,5
"3190302",6752,488,97,4
"3190405",6753,394,74,8
"3210002",6754,363,59,2
"3210004",6755,630,94,6
"3210005",6756,803,244,8
"3210006",6757,668,140,6
"3210007",6758,111,14,1
"3210008",6759,363,70,2
"3210009",6760,58,47,0
"3210010",6761,185,24,4
"3210012",6762,121,23,2
"3210013",6763,150,95,1
"321001a",6764,1157,250,13
"321001b",6765,1187,356,26
"321001c",6766,140,299,6
"321001d",6767,272,213,6
"321001e",6768,366,276,11
"321001f",6769,217,108,3
"321003a",6770,575,287,5
"321003b",6771,332,68,4
"323001a",6772,208,411,2
"323001b",6773,274,431,8
"323001c",6774,367,809,18
"323001d",6775,107,246,4
"323002a",6776,83,215,2
"323002b",6777,223,545,6
"323002c",6778,163,426,9
"323002d",6779,24,26,0
"323002e",6780,51,108,2
"323003a",6781,485,859,20
"323003b",6782,523,900,24
"323003c",6783,136,100,0
"323004a",6784,147,464,11
"323004b",6785,476,730,9
"323004c",6786,65,125,1
"323004d",6787,163,545,10
"325001b",6788,1386,227,14
"325001c",6789,1694,625,24
"325001d",6790,544,128,11
"325002a",6791,278,117,4
"325002b",6792,1488,320,24
"325002c",6793,1580,460,29
"325003a",6794,586,147,4
"325003b",6795,258,49,3
"325003c",6796,725,268,6
"325003d",6797,933,689,11
"325003e",6798,90,11,1
"325004a",6799,700,160,6
"325004b",6800,1168,403,22
"325004c",6801,627,360,7
"3270001",6802,121,43,0
"3270002",6803,149,29,0
"3270003",6804,170,30,0
"3270004a",6805,108,19,2
"3270004b",6806,2,0,0
"3270005",6807,38,3,0
"3270006",6808,58,6,2
"3290101",6809,311,36,5
"3290102",6810,587,173,17
"3290103",6811,1703,484,45
"3290104",6812,186,114,7
"3290105",6813,482,215,9
"3290106",6814,1102,387,32
"3290107",6815,1314,242,28
"3290108a",6816,37,8,1
"3290108b",6817,0,0,0
"3290108c",6818,0,0,0
"3290109",6819,174,115,6
"3290110",6820,1672,189,22
"3290201",6821,995,156,17
"3290202",6822,996,101,14
"3290203",6823,315,63,2
"3290204",6824,1836,272,30
"3290205",6825,848,162,23
"3290206",6826,1008,140,18
"3290207",6827,1383,241,30
"3290208",6828,282,116,10
"3290210",6829,676,160,13
"3290211",6830,792,175,15
"3290302",6831,948,254,15
"3290303",6832,55,43,4
"3290304",6833,164,224,1
"3290305",6834,152,265,9
"3290306",6835,417,740,21
"3290307",6836,433,163,15
"3290308",6837,417,593,15
"3290309",6838,83,30,1
"3290310",6839,118,62,4
"3290401",6840,473,57,2
"3290402",6841,577,89,12
"3290403",6842,1721,254,37
"3290404",6843,1315,241,27
"3290405",6844,1218,231,32
"3290406",6845,897,142,16
"3290407",6846,1177,300,26
"3290408",6847,1380,126,20
"3290409",6848,1146,181,21
"3290410",6849,716,66,9
"3290411",6850,1745,143,26
"329101a",6851,1,1,0
"329108a",6852,163,34,1
"329109a",6853,0,0,0
"329202a",6854,1516,149,20
"329307a",6855,506,163,14
"329309a",6856,12,1,0
"3310101",6857,1060,233,19
"3310105",6858,505,95,10
"3310203",6859,194,38,6
"3310207",6860,174,92,4
"3310210",6861,269,62,5
"3310212",6862,615,270,11
"3310316",6863,317,76,4
"3310317",6864,545,95,5
"3310318",6865,901,331,18
"3310419",6866,613,269,14
"3310420",6867,887,234,19
"3330001",6868,467,55,4
"3330002",6869,43,3,0
"3330004",6870,370,37,4
"3330006",6871,146,15,0
"3330008",6872,347,49,4
"3330009",6873,313,43,5
"3330011",6874,104,4,1
"3350001",6875,433,75,3
"3350002",6876,302,59,4
"3350003",6877,390,81,7
"3350004",6878,470,83,0
"3370002",6879,1127,136,5
"3370003",6880,672,59,12
"3370004",6881,242,26,3
"3370005",6882,529,49,7
"3370006",6883,464,56,8
"3370007",6884,575,60,8
"3370008",6885,394,50,1
"3370009",6886,583,77,7
"3370010",6887,449,70,6
"3370011",6888,445,68,8
"3370012",6889,64,8,1
"3370013",6890,534,53,7
"3370014",6891,102,15,2
"3370015",6892,243,22,4
"3370016",6893,140,16,1
"3390001",6894,1101,478,25
"3390002",6895,766,234,13
"3390003",6896,1090,514,19
"3390004",6897,688,431,27
"3390005",6898,173,24,0
"3390006",6899,1582,620,23
"3390007",6900,832,159,14
"3390008",6901,1453,167,19
"3390009",6902,902,152,6
"3390010",6903,272,666,14
"3390011",6904,787,182,15
"3390012",6905,640,208,12
"3390013",6906,2067,326,20
"3390014",6907,1477,558,20
"3390015",6908,1685,358,27
"3390016",6909,1445,212,21
"3390017",6910,1506,272,20
