CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"1410110",3423,535,803,15,18
"1410111",3424,106,228,9,4
"1410112",3425,387,1029,42,21
"1410113",3426,310,578,10,14
"1410114",3427,448,939,24,17
"1410115",3428,243,404,9,8
"1410116",3429,362,732,18,12
"1410117",3430,480,823,22,15
"1410118",3431,425,589,20,14
"1410119",3432,371,457,22,10
"1410120",3433,388,804,28,15
"1410121",3434,293,593,21,8
"1410122",3435,416,1006,22,23
"1410123",3436,358,827,29,20
"1410124",3437,283,661,20,10
"1410125",3438,438,798,26,17
"1410126",3439,761,1046,27,13
"1410127",3440,23,34,1,0
"1410128",3441,83,131,4,2
"1410129",3442,77,145,9,3
"1410130",3443,493,838,21,15
"1410131",3444,164,339,8,6
"1410132",3445,17,54,2,0
"1410133",3446,204,848,12,12
"1410134",3447,139,367,8,8
"1410135",3448,199,717,15,13
"1410136",3449,139,567,15,8
"1410137",3450,146,622,11,5
"1410138",3451,191,748,7,5
"1410139",3452,205,628,18,5
"1410140",3453,111,527,11,7
"1410141",3454,114,390,5,4
"1410142",3455,110,401,9,7
"1410143",3456,189,810,16,18
"1410144",3457,239,780,16,11
"1410145",3458,202,604,9,6
"1410146",3459,110,409,8,3
"1410147",3460,181,433,11,6
"1410148",3461,180,700,18,9
"1410149",3462,242,789,19,15
"1410150",3463,152,544,13,14
"1410151",3464,126,642,10,6
"1410152",3465,91,508,11,2
"1410153",3466,201,738,11,9
"1410154",3467,176,641,14,7
"1410155",3468,98,274,6,4
"1410156",3469,122,505,12,12
"1410157",3470,40,175,4,3
"1410158",3471,244,263,10,6
"1410159",3472,87,426,6,12
"1410160",3473,184,593,14,20
"1410161",3474,79,209,6,5
"1410162",3475,188,715,28,22
"1410163",3476,214,636,18,20
"1410164",3477,218,840,20,17
"1410165",3478,190,777,26,17
"1410166",3479,368,521,20,17
"1410167",3480,205,837,22,12
"1410168",3481,23,51,0,0
"1410169",3482,130,399,11,9
"1410170",3483,398,553,17,12
"1410171",3484,75,357,11,9
"1410172",3485,345,1099,23,20
"1410173",3486,124,348,8,6
"1410174",3487,6,9,0,0
"1410175",3488,37,61,4,3
"1410176",3489,314,285,11,5
"1410177",3490,154,118,6,5
"1410178",3491,213,290,17,10
"1410179",3492,27,180,3,4
"1410180",3493,67,330,6,8
"1410181",3494,8,17,1,0
"1410182",3495,70,118,7,1
"1410183",3496,0,2,0,0
"1410184",3497,50,50,5,0
"1410185",3498,177,153,7,4
"1410186",3499,135,217,12,8
"1410187",3500,0,0,0,0
"1410188",3501,27,26,3,1
"1410189",3502,0,1,0,0
"1410190",3503,12,31,1,0
"1410191",3504,85,116,2,1
"1410192",3505,495,578,20,11
"1410193",3506,106,127,5,4
"1410194",3507,201,240,8,5
"1410195",3508,225,330,10,6
"1410196",3509,315,518,7,5
"1410197",3510,382,710,19,14
"1410198",3511,274,425,29,8
"1410199",3512,211,242,7,3
"1410200",3513,2,3,0,0
"1410201",3514,241,257,12,7
"1410202",3515,195,209,8,3
"1410203",3516,152,157,7,1
"1410204",3517,0,0,0,0
"1410205",3518,142,412,10,5
"1410206",3519,43,130,5,2
"1410207",3520,82,383,11,10
"1410208",3521,75,304,6,6
"1410209a",3522,25,28,1,1
"1410209b",3523,0,0,0,0
"1410210",3524,0,0,0,0
"1410211a",3525,26,39,2,1
"1410211b",3526,0,0,0,0
"1410212",3527,10,9,0,0
"1410213",3528,16,55,1,2
"1410214",3529,0,0,0,0
"1410215",3530,305,502,20,21
"1410216",3531,0,2,0,0
"1410217",3532,19,55,1,0
"1410218",3533,12,28,0,0
"1410219",3534,83,351,8,10
"1410220",3535,76,352,7,3
"1410221",3536,20,21,0,0
"1430010",3537,428,110,18,8
"1430011",3538,170,51,5,1
"1430012",3539,628,129,12,7
"1430018",3540,830,144,12,11
"1430019",3541,596,109,14,5
"1430020",3542,525,110,12,4
"1430021",3543,591,141,10,1
"1430023",3544,214,55,4,0
"1430024",3545,805,151,10,8
"1430025",3546,344,61,5,4
"1430030",3547,314,57,9,5
"1430031",3548,575,97,6,11
"1430032",3549,680,148,19,5
"1430033",3550,361,110,20,7
"1430034",3551,503,69,14,4
"1430035",3552,33,28,5,0
"1430041",3553,357,60,7,2
"1430044",3554,794,130,13,5
"1430045",3555,756,206,32,10
"1430046",3556,331,76,15,3
"1430047",3557,138,24,2,1
"1450101",3558,172,160,5,2
"1450102",3559,344,175,7,4
"1450103",3560,314,93,10,4
"1450201",3561,228,77,5,2
"1450202",3562,170,453,6,4
"1450203",3563,292,414,12,6
"1450301",3564,302,114,3,0
"1450302",3565,443,205,7,2
"1450303",3566,275,53,6,1
"1450401",3567,219,87,3,4
"1450402",3568,224,114,4,4
"1450403",3569,156,87,2,3
"1470001",3570,502,207,8,13
"1470002",3571,508,116,11,5
"1470003",3572,231,116,6,6
"1470004",3573,529,276,14,7
"1470005",3574,227,66,7,5
"1470006",3575,274,82,7,1
"1470007",3576,191,54,7,0
"1470009",3577,387,126,9,8
"1470010",3578,878,231,28,18
"1470011",3579,902,215,22,13
"1470012",3580,462,149,12,6
"1470013",3581,165,66,4,1
"1470015",3582,385,98,14,1
"1470016",3583,136,51,3,2
"1470017",3584,256,98,11,4
"1470018",3585,968,415,38,17
"1470019",3586,605,331,22,9
"1490110",3587,471,146,6,3
"1490112",3588,441,179,22,2
"1490204",3589,703,195,10,5
"1490207",3590,892,247,16,8
"1490315",3591,267,69,9,2
"1490316",3592,787,345,17,10
"1490422",3593,333,109,10,3
"1490423",3594,353,164,6,1
"1490425",3595,1035,496,15,7
"149101n",3596,748,378,23,10
"149201e",3597,528,187,8,8
"149301w",3598,776,261,21,9
"1510001",3599,225,128,8,2
"1510004",3600,252,120,6,2
"1510010a",3601,254,144,8,2
"1510010b",3602,0,0,0,0
"1510012",3603,244,167,8,4
"1530001",3604,496,102,6,1
"1530002",3605,497,130,8,3
"1530003",3606,202,178,1,0
"1530004",3607,273,135,11,1
"1550101",3608,61,32,2,0
"1550201",3609,99,52,5,2
"1550301",3610,68,40,3,0
"1550401",3611,59,38,1,2
"1571004",3612,1581,658,44,16
"1571005",3613,465,146,10,3
"1571006",3614,860,182,12,4
"1571008",3615,403,136,5,1
"1571013",3616,839,513,23,9
"1571014",3617,1746,396,30,8
"1571019",3618,553,132,16,3
"1571038",3619,2120,728,55,10
"1571041",3620,1119,256,31,5
"1571054",3621,143,80,2,2
"1571057",3622,1485,425,25,11
"1571063",3623,1899,420,38,9
"1571103",3624,1826,595,58,12
"1571104",3625,2261,576,45,12
"1571122",3626,2094,521,49,18
"1571130",3627,1846,698,43,18
"1571132",3628,2007,754,59,12
"1571133",3629,1898,519,46,16
"1571142",3630,1722,672,27,18
"1571143",3631,1400,565,26,4
"1571144",3632,1833,567,22,7
"1571145",3633,1025,387,19,9
"1571146",3634,1592,639,27,8
"1571148a",3635,1574,341,26,9
"1571148b",3636,0,0,0,0
"1571149",3637,2148,464,38,12
"1571156",3638,1226,281,24,5
"1571159",3639,464,185,7,3
"1571160",3640,849,353,24,8
"1571165",3641,774,250,14,10
"1572003",3642,210,823,6,5
"1572007",3643,483,319,11,3
"1572009",3644,1906,501,32,15
"1572010",3645,1454,422,16,14
"1572017",3646,78,1567,11,12
"1572018",3647,875,156,11,9
"1572021",3648,419,59,7,2
"1572023",3649,189,1107,6,9
"1572028",3650,906,620,18,15
"1572030",3651,1295,671,20,9
"1572031",3652,65,1683,6,4
"1572033",3653,220,560,5,7
"1572034",3654,96,1370,6,7
"1572036",3655,44,726,4,1
"1572050",3656,69,1936,15,2
"1572051",3657,45,1387,7,11
"1572052",3658,68,1568,5,11
"1572055",3659,19,644,1,3
"1572056",3660,112,276,3,3
"1572058",3661,107,224,6,1
"1572059",3662,99,1450,9,5
"1572061",3663,415,417,9,4
"1572068",3664,235,25,1,1
"1572070",3665,395,423,13,5
"1572075",3666,104,1140,5,4
"1572077",3667,128,1075,7,4
"1572081",3668,236,438,3,2
"1572085",3669,1002,715,31,11
"1572087",3670,903,339,31,6
"1572088",3671,260,565,8,6
"1572089",3672,32,826,4,4
"1572090",3673,301,214,5,6
"1572091",3674,140,312,7,2
"1572094",3675,0,7,0,0
"1572097",3676,1762,1087,54,24
"1572108",3677,706,1802,33,20
"1572109",3678,249,211,4,5
"1572114",3679,181,2291,11,9
"1572115",3680,300,770,11,8
"1572116",3681,73,1479,4,3
"1572118",3682,1729,999,25,8
"1572120",3683,1705,484,28,6
"1572123",3684,45,1082,2,3
"1572128",3685,1720,547,21,5
"1572134",3686,273,447,7,1
"1572136",3687,83,160,0,0
"1572151",3688,593,597,15,5
"1572152",3689,1122,750,31,8
"1572153",3690,97,1182,4,2
"1572161",3691,269,77,2,2
"1572171",3692,310,311,8,3
"1573011",3693,774,324,19,9
"1573016",3694,1027,921,35,19
"1573020",3695,1511,467,48,21
"1573022",3696,1360,726,34,12
"1573027",3697,16,4,0,0
"1573029",3698,1009,347,30,11
"1573035",3699,561,372,11,11
"1573042",3700,436,120,15,7
"1573043",3701,118,260,4,0
"1573044",3702,478,316,20,3
"1573045",3703,609,478,25,6
"1573046",3704,1229,740,34,17
"1573047",3705,334,194,1,5
"1573049",3706,751,1113,17,20
"1573053",3707,1,0,0,0
"1573060",3708,459,1164,24,5
"1573062",3709,1165,1080,27,17
"1573064",3710,1370,641,34,13
"1573065a",3711,1408,1066,42,18
"1573065b",3712,0,0,0,0
"1573071",3713,99,60,2,2
"1573078",3714,74,203,1,1
"1573079",3715,173,101,4,6
"1573080",3716,315,238,12,4
"1573084",3717,616,372,22,6
"1573086",3718,462,732,12,12
"1573092",3719,243,300,8,5
"1573093",3720,88,167,3,0
"1573096",3721,489,859,21,15
"1573098",3722,584,645,27,12
"1573102",3723,633,570,14,16
"1573105",3724,105,80,2,1
"1573107",3725,990,365,17,11
"1573110",3726,1004,612,18,21
"1573111",3727,585,331,22,5
"1573112",3728,44,122,2,1
"1573119",3729,1703,603,34,14
"1573121",3730,197,190,6,3
"1573125",3731,964,1097,28,14
"1573126",3732,138,165,3,2
"1573127a",3733,900,852,27,10
"1573127b",3734,4,2,0,0
"1573129",3735,1409,591,28,11
"1573131a",3736,307,226,7,4
"1573131b",3737,0,0,0,0
"1573135",3738,1817,1320,43,21
"1573137",3739,86,166,1,0
"1573138",3740,23,95,1,0
"1573139",3741,90,94,2,2
"1573140",3742,1314,720,28,12
"1573147",3743,183,222,5,2
"1573155",3744,682,804,18,10
"1573157",3745,125,126,3,1
"1573158",3746,300,215,7,3
"1573166",3747,21,16,1,1
"1573168",3748,51,52,1,0
"1573169",3749,137,127,4,2
"1573172",3750,315,472,9,4
"1573174",3751,279,325,6,5
"1573175",3752,236,518,8,5
"1574001",3753,839,321,16,7
"1574002",3754,32,361,3,1
"1574012",3755,676,579,23,13
"1574015",3756,568,158,7,2
"1574024",3757,145,36,1,1
"1574025",3758,814,504,14,8
"1574026",3759,1344,669,33,8
"1574032",3760,240,348,10,7
"1574037",3761,840,539,16,7
"1574039",3762,257,270,6,4
"1574040",3763,205,756,12,4
"1574048",3764,303,529,15,5
"1574066",3765,581,1723,13,16
"1574067",3766,646,838,21,6
"1574069",3767,426,403,13,4
"1574072",3768,48,12,0,0
"1574073a",3769,538,232,9,3
"1574073b",3770,0,0,0,0
"1574074",3771,808,760,20,12
"1574076",3772,576,764,22,10
"1574082",3773,2019,987,46,13
"1574083",3774,681,932,18,8
"1574095",3775,364,243,10,4
"1574099",3776,736,1078,29,12
"1574100",3777,522,862,22,10
"1574101",3778,472,1256,24,15
"1574106",3779,594,1370,18,14
"1574113",3780,343,1620,12,7
"1574117",3781,120,112,4,1
"1574124",3782,834,779,33,11
"1574141",3783,57,77,3,1
"1574150",3784,1074,1475,31,15
"1574154",3785,632,400,14,10
"1574162",3786,248,66,4,3
"1574163",3787,247,326,9,4
"1574164",3788,266,349,7,5
"1574167",3789,1,5,0,0
"1574170",3790,11,11,1,1
"1574173",3791,193,227,6,3
"1590101",3792,570,169,15,8
"1590102",3793,221,83,4,6
"1590201",3794,284,59,6,2
"1590202",3795,362,181,12,2
"1590301",3796,340,102,7,3
"1590302",3797,314,88,12,5
"1590401",3798,645,133,19,1
"1590402",3799,403,86,8,2
"1610001",3800,1335,393,20,4
"1610002",3801,768,286,18,1
"1610003",3802,72,17,2,0
"1610004a",3803,151,39,4,1
"1610004b",3804,16,5,0,0
"1610005a",3805,657,319,13,14
"1610005b",3806,305,161,7,7
"1610006a",3807,221,55,7,4
"1610006b",3808,10,2,0,0
"1610006c",3809,0,0,0,0
"1610007a",3810,303,128,6,4
"1610007b",3811,26,12,0,0
"1610008",3812,296,54,2,2
"1610009a",3813,91,22,2,0
"1610009b",3814,85,24,3,3
"1610009c",3815,1,0,0,0
"1610010",3816,192,22,4,0
"1610011a",3817,109,141,6,1
"1610011b",3818,83,106,4,1
"1610011c",3819,0,0,0,0
"1610013",3820,392,99,10,5
"1610015",3821,122,45,2,1
"1630001",3822,226,314,4,4
"1630002",3823,81,294,5,9
"1630003",3824,59,244,3,2
"1630004",3825,281,226,9,6
"1630005",3826,197,76,5,5
"1630006",3827,136,100,7,4
"1630008",3828,185,326,6,6
"1630009",3829,148,313,8,9
"1630010",3830,264,186,8,6
"1650002",3831,700,97,13,2
"1650003",3832,1051,107,9,10
"1650004",3833,649,98,17,5
"1650005",3834,137,15,1,1
"1650006",3835,101,19,5,3
"1650008",3836,483,183,8,5
"1650009",3837,191,27,3,0
"1670137",3838,524,194,18,8
"1670142",3839,886,1222,24,10
"1670143",3840,410,681,19,6
"1670144",3841,945,403,34,20
"1670146",3842,879,636,24,12
"1670148",3843,1227,777,28,19
"1670150",3844,780,535,22,13
"1670151",3845,1082,397,43,24
"1670152",3846,803,235,18,8
"1670159",3847,1162,591,46,28
"1670165",3848,397,145,10,7
"1670166",3849,1312,479,53,24
"1670167",3850,1278,399,27,16
"1670168",3851,0,0,0,0
"1670172",3852,205,94,5,3
"1670173",3853,362,118,11,3
"1670185",3854,1024,319,25,18
"1670191",3855,1590,470,37,14
"1670193",3856,1038,345,31,8
"1670196",3857,48,487,3,1
"1670197",3858,302,128,9,4
"1670202",3859,255,368,17,11
"1670203",3860,352,158,12,3
"1670204",3861,330,126,7,5
"1670206",3862,776,982,50,27
"1670211",3863,112,527,10,6
"1670214",3864,395,1729,39,33
"1670215",3865,601,1299,45,28
"1670216",3866,291,642,18,13
"1670218",3867,910,943,38,16
"1670221",3868,832,289,28,11
"1670223",3869,767,752,31,7
"1670224",3870,842,797,35,17
"1670225",3871,1361,376,20,11
"1670226",3872,798,545,22,10
"1670227",3873,1304,380,22,5
"1670230",3874,519,1094,27,11
"1670245",3875,55,469,7,1
"1670274",3876,369,111,12,5
"1670275",3877,175,39,4,0
"1670276",3878,626,447,26,9
"1670277",3879,1065,302,24,11
"1670278",3880,1538,432,44,11
"1670333",3881,1000,372,32,12
"1670340",3882,33,308,2,1
"1670341",3883,312,308,13,7
"1670353",3884,1141,461,39,11
"1670354",3885,1573,746,78,18
"1670355",3886,1081,465,43,16
"1670356",3887,1989,382,43,10
"1670357",3888,2329,474,48,16
"1670363",3889,1057,329,27,7
"1670364",3890,1451,429,27,16
"1670370",3891,1329,438,49,10
"1670371",3892,779,340,20,9
"1670384",3893,275,106,9,2
"1670386",3894,703,220,21,7
"1670387",3895,908,354,22,11
"1670388",3896,1782,651,55,17
"1670389",3897,113,237,1,3
"1670390",3898,1414,467,45,13
"1670392",3899,324,152,4,9
"1670398",3900,104,104,4,5
"1670399",3901,42,67,2,0
"1670401",3902,426,130,12,4
"1670412",3903,0,0,0,0
"1670419",3904,447,396,9,4
"1670420",3905,677,321,16,11
"1670422",3906,303,143,8,2
"1670428",3907,1485,345,27,10
"1670429",3908,464,223,12,6
"1670431",3909,368,1378,9,9
"1670432",3910,551,496,22,8
"1670434",3911,70,702,4,1
"1670435",3912,184,292,8,6
"1670436",3913,170,1674,13,6
"1670438",3914,686,1420,31,9
"1670439",3915,1555,694,41,21
"1670458",3916,586,161,22,6
"1670460",3917,1854,394,41,11
"1670461",3918,1908,397,40,19
"1670462",3919,1078,217,21,4
"1670479",3920,519,110,10,5
"1670480",3921,70,16,1,0
"1670481",3922,100,33,1,0
"1670482",3923,43,14,1,0
"1670483",3924,1204,571,28,13
"1670492",3925,1037,214,16,4
"1670495",3926,735,147,12,4
"1672301",3927,0,0,0,0
"1672321",3928,0,0,0,0
"1672323",3929,123,80,3,0
"1674191",3930,0,0,0,0
"1674322",3931,0,0,0,0
"1674391",3932,3,3,0,0
"1674801",3933,0,0,0,0
"1690001",3934,309,49,9,0
"1690002",3935,372,50,8,1
"1690003",3936,260,87,5,3
"1690004",3937,146,49,4,1
"1690005",3938,68,11,0,0
"1690006",3939,54,6,2,0
"1710001",3940,952,270,33,22
"1710002",3941,590,176,19,7
"1710003",3942,638,154,29,4
"1710004",3943,1735,496,42,27
"1710005",3944,804,148,30,8
"1710006",3945,305,70,8,1
"1710007",3946,1362,242,41,7
"1710008",3947,158,39,7,0
"1710009",3948,109,14,1,2
"1710010",3949,478,95,8,7
"1710012",3950,1184,248,40,9
"1710013",3951,1042,145,25,6
"1710015",3952,434,130,7,1
"1730001",3953,135,15,1,0
"1730002",3954,101,18,0,0
"1730003",3955,124,9,1,0
"1730004",3956,130,10,1,0
"1750011",3957,217,276,13,4
"1750012",3958,197,42,3,1
"1750021",3959,355,328,18,8
"1750022",3960,81,75,1,0
"1750031",3961,260,107,13,2
"1750032",3962,322,66,7,2
"1750041",3963,182,48,2,1
"1750042",3964,296,49,15,3
"1750043",3965,191,44,11,3
"1770001",3966,951,402,19,8
"1770002",3967,499,312,12,12
"1770003",3968,487,232,11,5
"1770005",3969,240,92,12,5
"1770007",3970,177,43,3,2
"1770008",3971,145,36,4,2
"1770009",3972,298,239,9,7
"1770010",3973,231,71,3,1
"1770011",3974,116,23,4,0
"1770012",3975,102,21,2,1
"1770013",3976,132,47,0,2
"1770014",3977,56,4,2,1
"1770015",3978,155,25,1,4
"17704/6",3979,349,213,7,6
"1790001",3980,244,29,3,3
"1790002",3981,1185,165,25,19
"1790003",3982,73,3,0,0
"1790004",3983,395,44,8,3
"1790005",3984,1779,251,27,9
"1790006",3985,1641,216,19,7
"1790007",3986,934,235,12,13
"1810101",3987,420,322,13,6
"1810102",3988,321,632,33,20
"1810103",3989,479,377,21,8
"1810104",3990,521,109,18,9
"1810105",3991,326,81,15,6
"1810106",3992,1023,240,26,18
"1810107",3993,825,185,33,10
"1810108",3994,867,179,27,11
"1810109",3995,1447,344,42,12
"1810201",3996,1173,536,48,14
"1810202",3997,1232,509,55,16
"1810203",3998,214,239,5,10
"1810204",3999,43,9,0,0
"1810205",4000,1566,448,33,15
"1810206",4001,432,240,17,9
"1810207",4002,384,69,10,4
"1810208",4003,527,216,8,8
"1810209",4004,619,182,21,6
"1810210",4005,781,216,25,11
"1810301",4006,924,416,36,13
"1810302",4007,1040,551,28,12
"1810303",4008,198,51,2,0
"1810304",4009,1059,492,39,14
"1810305",4010,548,149,13,12
"1810306",4011,1646,397,37,17
"1810307",4012,804,203,21,6
"1810308",4013,447,101,14,5
"1810309",4014,445,95,10,3
"1810310",4015,109,28,2,1
"1810401",4016,362,421,19,5
"1810402",4017,939,456,24,14
"1810403",4018,1407,432,40,22
"1810404",4019,1727,441,52,24
"1810405",4020,186,100,6,5
"1810406",4021,1078,281,28,11
"1810407",4022,49,39,5,2
"1810408",4023,309,98,10,4
"1810409",4024,933,361,29,7
"1810410",4025,1007,359,27,8
"1810411",4026,68,23,2,2
"1810412",4027,627,204,18,7
"1830001",4028,765,284,11,4
"1830002",4029,1721,607,33,12
"1830003",4030,869,331,17,2
"1830004",4031,1496,441,22,6
"1830005",4032,1662,436,25,7
"1830006",4033,1226,223,20,6
"1830007",4034,1497,321,23,15
"1830008",4035,1919,580,25,7
"1830009",4036,1928,704,19,12
"1830010",4037,1531,727,40,11
"1830011",4038,2016,577,25,11
"1830012",4039,2292,363,28,7
"1830013",4040,1199,445,16,8
"1830014",4041,2066,581,32,15
"1830015",4042,440,262,5,2
"1830016",4043,1941,449,21,12
"1830017",4044,146,299,3,1
"1830018",4045,954,1201,10,10
"1830019",4046,268,1821,14,8
"1830020",4047,335,1245,11,7
"1830021",4048,1001,1406,23,8
"1850001",4049,693,214,14,6
"1850002",4050,437,82,13,1
"1850003",4051,238,633,8,5
"1850004",4052,462,120,10,3
"1850005",4053,524,199,10,5
"1850006",4054,683,384,14,7
"1850007",4055,561,150,16,7
"1850008",4056,263,100,4,1
"1850009",4057,174,54,3,2
"1850010",4058,559,84,17,1
"1850012",4059,437,147,11,2
"1850014",4060,388,97,12,11
"1850015",4061,475,108,12,12
"1870102",4062,432,186,13,8
"1870103",4063,298,129,15,2
"1870104",4064,292,205,10,10
"1870105",4065,1070,352,43,18
"1870106",4066,1174,404,32,16
"1870107",4067,496,124,17,4
"1870109",4068,236,48,12,5
"1870110",4069,73,45,5,1
"1870112",4070,15,17,2,0
"1870113",4071,418,132,23,8
"1870114",4072,260,106,11,5
"1870115",4073,127,32,4,0
"1870116",4074,934,287,45,9
"1870117",4075,432,105,16,3
"1870119",4076,829,219,18,14
"1870120",4077,509,122,22,4
"1870123",4078,5,1,0,0
"1870124",4079,4,1,0,0
"1870125",4080,114,22,2,0
"1870126",4081,12,7,0,1
"1870127",4082,3,3,1,0
"1870128",4083,888,210,32,6
"1870129",4084,628,227,22,7
"1870201",4085,131,116,5,1
"1870202",4086,147,389,15,10
"1870203",4087,52,122,6,0
"1870204",4088,235,396,13,5
"1870205",4089,434,141,14,4
"1870206",4090,352,471,22,4
"1870207",4091,155,287,15,6
"1870208",4092,1312,342,46,16
"1870209",4093,92,255,4,5
"1870210",4094,251,204,11,9
"1870211",4095,56,17,1,0
"1870212",4096,29,41,1,1
"1870213",4097,444,131,22,6
"1870214",4098,222,81,8,1
"1870215",4099,94,41,3,1
"1870216",4100,27,12,1,1
"1870217",4101,35,25,2,3
"1870218",4102,22,18,2,0
"1870219",4103,26,14,1,2
"1870220",4104,15,22,2,0
"1870221",4105,7,6,1,0
"1870222",4106,0,0,0,0
"1870223",4107,71,51,5,3
"1870224",4108,20,40,1,0
"1870225",4109,3,8,1,0
"1870226",4110,96,46,5,3
"1870227",4111,319,111,9,4
"1870228",4112,262,141,9,6
"1870229",4113,28,49,1,2
"1870230",4114,31,9,2,0
"1870231",4115,66,10,2,0
"1870232",4116,15,7,2,0
"1870303",4117,560,314,18,3
"1870304",4118,1710,738,66,22
"1870305",4119,1153,634,59,12
"1870306",4120,1646,795,62,16
"1870307",4121,1619,918,56,13
"1870308",4122,972,418,38,12
"1870309",4123,1099,537,40,17
"1870310",4124,567,349,25,8
"1870311",4125,866,509,40,17
"1870401",4126,524,175,24,11
"1870404",4127,1053,520,41,19
"1870405",4128,836,217,28,14
"1870406",4129,567,106,19,6
"1870407",4130,679,195,30,13
"1870408",4131,410,144,12,3
"1870409",4132,372,290,18,6
"1870410",4133,56,30,3,1
"1870412",4134,429,348,24,8
"1870413",4135,352,70,13,5
"1870414",4136,738,311,34,5
"1870415",4137,1148,687,56,14
"1890101",4138,147,55,5,3
"1890102",4139,47,12,4,0
"1890103",4140,124,112,1,3
"1890104",4141,155,103,5,1
"1890105",4142,118,42,3,2
"1890108",4143,39,11,1,1
"1890110",4144,222,36,6,0
"1890111",4145,278,97,3,6
"1890112",4146,323,48,7,2
"1890202",4147,61,83,3,0
"1890203",4148,86,109,6,3
"1890204",4149,172,118,9,3
"1890205",4150,47,63,2,1
"1890206",4151,13,20,1,0
"1890213",4152,70,36,1,2
"1890214",4153,297,126,5,4
"1890215",4154,108,51,7,1
"1890304",4155,425,89,9,4
"1890305",4156,602,106,6,4
"1890306",4157,34,22,0,0
"1890307",4158,101,40,3,0
"1890316",4159,404,191,12,5
"1890317",4160,65,22,2,1
"1890318",4161,446,123,14,6
"1890406",4162,158,155,3,2
"1890407",4163,725,158,8,2
"1890408",4164,371,83,5,2
"1890409",4165,276,115,14,2
"1890419",4166,119,13,2,1
"1890420",4167,198,27,6,2
"1910101",4168,157,66,4,2
"1910201",4169,31,16,1,0
"1910202",4170,144,54,1,2
"1910301",4171,49,14,2,1
"1910302",4172,131,33,3,0
"1910401",4173,179,55,4,1
"1910402",4174,63,24,2,2
"1930001",4175,422,105,8,4
"1930004",4176,55,18,0,2
"1930005",4177,89,18,1,0
"1930007",4178,636,174,15,4
"1930009",4179,118,23,4,0
"1930012",4180,116,19,3,0
"1930014",4181,112,20,3,0
"1930015",4182,92,21,0,0
"1930017",4183,95,13,3,0
"1930022",4184,575,167,9,2
"1930023",4185,404,119,9,3
"1950001",4186,409,47,4,2
"1950002",4187,39,6,1,0
"1950003",4188,168,5,5,0
"1950004",4189,336,28,5,0
"1950005",4190,281,22,3,1
"1950006",4191,394,36,3,5
"1950007",4192,30,1,1,0
"1950009",4193,65,12,1,2
"1970001",4194,279,86,11,3
"1970002",4195,232,68,7,2
"1970003",4196,252,87,8,4
"1970004",4197,250,111,6,6
"1990001",4198,592,311,5,6
"1990002",4199,1990,413,27,16
"1990003",4200,324,46,13,3
"1990004",4201,434,60,7,5
"1990005",4202,321,42,2,1
"1990006",4203,1759,291,36,10
"1990007",4204,326,76,3,0
"1990008",4205,451,86,6,4
"1990009",4206,1158,375,18,15
"1990010",4207,371,569,10,8
