CNTYVTD,VTDKEY,AbbottR_22G_Governor,BarriosG_22G_Governor,O'RourkeD_22G_Governor,TippettsL_22G_Governor,Write-InW_22G_Governor
"2010976",5194,106,1,106,0,0
"2010977",5195,146,3,221,4,0
"2010978",5196,74,0,73,4,0
"2010979",5197,0,0,0,0,0
"2010980",5198,541,1,281,7,0
"2010981",5199,28,0,13,0,0
"2010982",5200,1291,5,549,24,0
"2010983",5201,971,6,922,20,0
"2010984",5202,5,1,29,1,0
"2010985",5203,73,0,107,1,0
"2010986",5204,37,0,125,0,0
"2010987",5205,38,2,365,1,0
"2010988",5206,1104,2,367,18,0
"2010989",5207,0,0,0,0,0
"2010990",5208,10,1,4,0,0
"2010991",5209,703,7,949,7,2
"2010992",5210,191,5,196,5,0
"2010993",5211,0,0,0,0,0
"2010994",5212,177,6,992,12,0
"2010995",5213,96,3,835,3,0
"2010996",5214,158,1,176,1,0
"2010997",5215,41,1,297,2,0
"2010998",5216,0,0,0,0,0
"2010999",5217,0,0,0,0,0
"2011000",5218,21,0,75,0,0
"2011001",5219,119,3,349,3,0
"2011002",5220,36,3,131,0,0
"2011003",5221,14,1,41,0,0
"2011004",5222,162,3,281,7,0
"2011005",5223,0,0,0,0,0
"2011006",5224,46,2,423,1,0
"2011007",5225,192,6,629,9,0
"2011008",5226,561,4,155,3,0
"2011009",5227,35,0,69,1,0
"2011010",5228,111,5,431,6,0
"2011011",5229,6,0,7,0,0
"2011012",5230,210,5,406,5,0
"2011013",5231,0,0,0,0,0
"2011014",5232,0,0,0,0,0
"2011015",5233,0,0,0,0,0
"2011016",5234,965,8,565,21,0
"2011017",5235,11,2,24,1,0
"2011018",5236,0,0,0,0,0
"2011019",5237,13,0,47,2,0
"2011020",5238,203,7,716,3,0
"2011021",5239,136,2,158,1,0
"2011022",5240,715,4,448,20,0
"2011023",5241,61,3,230,1,0
"2011024",5242,127,0,48,0,0
"2011025",5243,226,2,243,3,0
"2011026",5244,269,3,199,3,0
"2011027",5245,141,2,124,2,0
"2011028",5246,939,7,884,12,0
"2011029",5247,694,2,622,12,0
"2011030",5248,36,1,59,4,0
"2011031",5249,393,3,232,5,0
"2011032",5250,37,0,48,0,0
"2011033",5251,123,1,139,3,0
"2011034",5252,160,5,337,6,0
"2011035",5253,8,0,19,1,0
"2011036",5254,21,0,17,1,0
"2011037",5255,377,4,630,5,0
"2011038",5256,883,6,718,14,0
"2011039",5257,0,0,0,0,0
"2011040",5258,89,1,164,0,0
"2011041",5259,74,0,126,1,0
"2011042",5260,366,5,621,9,0
"2011043",5261,603,8,426,14,0
"2011044",5262,53,0,41,1,0
"2011045",5263,133,0,153,4,0
"2011046",5264,290,3,308,5,0
"2011047",5265,132,2,208,3,0
"2011048",5266,179,0,207,3,0
"2011049",5267,63,1,107,1,0
"2011050",5268,21,5,571,4,0
"2011051",5269,0,0,0,0,0
"2011052",5270,0,0,0,0,0
"2011053",5271,71,1,219,0,0
"2011054",5272,1132,8,736,26,1
"2011055",5273,1001,3,787,9,1
"2011056",5274,1077,4,901,8,0
"2011057",5275,0,0,2,0,0
"2011058",5276,13,0,33,2,0
"2011059",5277,216,5,312,11,1
"2011060",5278,60,4,515,4,0
"2011061",5279,180,7,672,7,1
"2011062",5280,822,5,344,14,0
"2011063",5281,334,7,509,9,1
"2011064",5282,609,3,641,9,0
"2011065",5283,1068,7,499,12,2
"2011066",5284,0,0,0,0,0
"2011067",5285,193,4,452,3,0
"2011068",5286,419,7,733,13,0
"2011069",5287,0,0,0,0,0
"2011070",5288,33,0,61,0,0
"2011071",5289,486,8,690,17,0
"2011072",5290,162,2,347,4,0
"2011073",5291,0,0,0,0,0
"2011074",5292,47,2,181,2,0
"2011075",5293,0,0,0,0,0
"2011076",5294,542,5,897,15,0
"2011077",5295,240,8,852,17,0
"2011078",5296,569,4,521,11,0
"2011079",5297,187,4,564,8,0
"2011080",5298,123,0,130,5,0
"2011081",5299,20,0,73,1,0
"2011082",5300,0,0,0,0,0
"2011083",5301,0,0,0,0,0
"2011084",5302,137,1,126,3,0
"2011085",5303,1171,4,161,7,0
"2011086",5304,1852,5,618,32,0
"2011087",5305,416,2,781,11,2
"2011088",5306,147,0,171,4,0
"2011089",5307,1,0,0,0,0
"2011090",5308,147,1,155,0,0
"2011091",5309,611,6,481,10,0
"2011092",5310,132,5,152,3,1
"2011093",5311,922,4,258,13,0
"2011094",5312,0,0,0,0,0
"2011095",5313,810,6,456,11,0
"2011096",5314,1248,4,522,32,0
"2011097",5315,96,4,261,6,0
"2011098",5316,129,5,522,3,0
"2011099",5317,1,0,2,0,0
"2011100",5318,193,2,170,2,0
"2011101",5319,651,3,432,12,0
"2011102",5320,760,9,678,13,0
"2011103",5321,388,3,442,6,2
"2011104",5322,605,5,457,13,0
"2011105",5323,2,2,38,0,0
"2011106",5324,72,2,170,4,0
"2011107",5325,32,1,32,1,0
"2011108",5326,2,0,1,0,0
"2011109",5327,72,1,42,4,1
"2011110",5328,720,3,432,11,1
"2011111",5329,222,4,328,5,0
"2011112",5330,1015,9,623,29,0
"2011113",5331,414,9,637,12,0
"2011114",5332,121,4,535,4,0
"2011115",5333,134,2,123,3,0
"2011116",5334,467,4,649,12,0
"2011117",5335,729,6,586,12,0
"2011118",5336,185,3,522,6,0
"2011119",5337,1,0,2,0,0
"2011120",5338,644,4,631,12,0
"2011121",5339,19,1,88,1,0
"2011122",5340,42,4,258,2,0
"2011123",5341,294,1,315,13,0
"2011124",5342,0,0,0,0,0
"2011125",5343,0,0,0,0,0
"2011126",5344,181,5,530,2,0
"2011127",5345,71,1,317,2,0
"2011128",5346,1240,4,586,13,0
"2011129",5347,0,0,0,0,0
"2011130",5348,175,0,178,1,0
"2011131",5349,135,0,81,4,0
"2011132",5350,0,0,0,0,0
"2011133",5351,24,0,21,1,0
"2011134",5352,1194,5,700,21,2
"2011135",5353,552,13,895,9,0
"2011136",5354,262,8,842,12,0
"2011137",5355,237,3,689,9,0
"2011138",5356,167,5,427,6,0
"2011139",5357,240,4,826,13,0
"2011140",5358,25,2,40,1,0
"2011141",5359,0,0,0,0,0
"2011142",5360,212,1,27,2,0
"2011143",5361,0,0,0,0,0
"2011144",5362,690,0,274,12,0
"2011145",5363,1324,5,699,26,2
"2011146",5364,933,4,507,20,0
"2011147",5365,3,0,5,0,0
"2011148",5366,108,5,280,3,0
"2011149",5367,1020,8,1032,29,0
"2011150",5368,0,0,0,0,0
"2011151",5369,1380,5,564,25,0
"2011152",5370,120,0,21,3,0
"2011153",5371,0,0,0,0,0
"2011154",5372,0,0,0,0,0
"2011155",5373,0,0,0,0,0
"2011156",5374,0,0,0,0,0
"2011157",5375,0,0,0,0,0
"2011158",5376,0,0,0,0,0
"2011159",5377,0,0,0,0,0
"2011160",5378,0,0,0,0,0
"2011161",5379,0,0,0,0,0
"2011162",5380,0,0,0,0,0
"2011163",5381,0,0,0,0,0
"2011164",5382,0,0,0,0,0
"2011165",5383,0,0,0,0,0
"2030001",5384,738,2,297,7,1
"2030002",5385,239,4,372,3,0
"2030003",5386,76,6,522,0,1
"2030004",5387,329,0,163,7,0
"2030005",5388,427,2,73,1,0
"2030006",5389,695,3,118,11,0
"2030007",5390,381,1,118,6,0
"2030008",5391,978,2,353,11,0
"2030009",5392,662,2,178,3,0
"2030010",5393,465,1,102,0,0
"2030011",5394,175,0,66,2,0
"2030012",5395,1418,2,179,14,0
"2030013",5396,1181,2,134,1,0
"2030014",5397,604,3,127,2,1
"2030015",5398,580,1,42,3,0
"2030016",5399,352,0,42,6,0
"2030017",5400,426,2,305,3,0
"2030018",5401,762,1,157,5,0
"2030019",5402,1320,3,230,13,0
"2030020",5403,942,1,203,5,2
"2030021",5404,298,0,90,3,0
"2030022",5405,255,6,302,4,0
"2030023",5406,338,0,21,0,0
"2030024",5407,461,0,101,4,0
"2030025",5408,1385,7,230,15,1
"2030026",5409,985,2,163,8,0
"2050101",5410,169,0,5,1,0
"2050102",5411,196,0,10,0,0
"2050201",5412,127,0,5,0,0
"2050202",5413,257,0,11,4,0
"2050301",5414,376,0,39,5,0
"2050401",5415,338,3,26,2,0
"2070001",5416,218,0,26,0,0
"2070002",5417,297,1,46,1,1
"2070003",5418,229,0,32,1,0
"2070004",5419,104,1,20,0,0
"2070005",5420,147,0,28,3,1
"2070006",5421,158,2,14,0,0
"2070007",5422,50,0,0,0,0
"2070008",5423,62,0,12,0,1
"2070009",5424,125,0,5,1,0
"2070010",5425,75,0,8,0,0
"2090100",5426,0,0,0,0,0
"2090101",5427,0,0,0,0,0
"2090102",5428,0,0,0,0,0
"2090103",5429,0,0,0,0,0
"2090110",5430,514,8,710,19,0
"2090112",5431,216,22,789,16,1
"2090113",5432,219,5,787,10,1
"2090114",5433,213,3,496,8,0
"2090115",5434,260,3,836,24,0
"2090120",5435,283,5,468,17,0
"2090121",5436,65,6,676,5,1
"2090122",5437,55,0,396,5,0
"2090125",5438,221,3,336,3,0
"2090128",5439,162,2,203,2,0
"2090132",5440,85,1,274,4,0
"2090134",5441,279,3,380,5,0
"2090136",5442,318,12,610,12,0
"2090140",5443,183,8,1189,15,2
"2090141",5444,85,4,415,3,0
"2090142",5445,150,4,1265,6,0
"2090145",5446,49,6,277,4,1
"2090200",5447,0,0,0,0,0
"2090203",5448,531,13,910,24,3
"2090204",5449,206,4,394,10,0
"2090205",5450,605,6,913,14,1
"2090206",5451,514,9,762,23,1
"2090216",5452,20,0,50,1,0
"2090217",5453,6,0,7,1,0
"2090218",5454,2,0,3,0,0
"2090219",5455,161,0,223,9,1
"2090220",5456,753,6,1055,36,2
"2090221",5457,533,4,966,16,0
"2090223",5458,483,6,719,24,0
"2090225",5459,70,0,45,0,0
"2090227",5460,476,5,905,13,1
"2090228",5461,492,4,948,17,0
"2090231",5462,479,4,1021,21,3
"2090252",5463,402,9,684,14,0
"2090253",5464,456,7,866,15,0
"2090254",5465,480,6,941,21,1
"2090314",5466,1105,7,540,19,1
"2090315",5467,720,8,670,20,0
"2090316",5468,480,3,752,31,0
"2090317",5469,47,3,208,4,0
"2090319",5470,465,1,536,9,1
"2090320",5471,928,2,601,21,1
"2090325",5472,202,2,150,2,2
"2090330",5473,47,3,118,5,0
"2090331",5474,107,1,376,8,0
"2090332",5475,428,8,947,19,2
"2090333",5476,1020,7,727,24,1
"2090335",5477,1343,6,1015,30,1
"2090336",5478,626,7,954,19,1
"2090337",5479,1365,6,934,37,2
"2090338",5480,880,8,744,15,2
"2090339",5481,562,2,323,11,0
"2090340",5482,267,5,690,15,0
"2090342a",5483,596,3,526,20,1
"2090342b",5484,26,0,23,1,0
"2090344",5485,1263,7,802,30,0
"2090347",5486,578,4,670,18,2
"2090351",5487,80,5,541,3,0
"2090371",5488,687,2,901,25,1
"2090372",5489,30,1,70,1,0
"2090400",5490,0,0,0,0,0
"2090422",5491,352,5,515,16,2
"2090423a",5492,407,4,631,17,0
"2090423b",5493,0,0,0,0,0
"2090423c",5494,0,0,0,0,0
"2090424",5495,756,3,798,25,0
"2090425",5496,328,3,213,11,0
"2090426",5497,876,2,897,30,0
"2090430",5498,440,1,427,21,1
"2090432",5499,830,6,626,21,0
"2090435",5500,1151,5,1181,47,2
"2090436",5501,735,4,493,13,0
"2090438",5502,87,0,201,7,1
"2090440",5503,392,1,218,6,1
"2090441",5504,872,1,539,32,0
"2090442",5505,997,11,1120,37,1
"2090443",5506,988,3,951,15,2
"2090444",5507,1291,1,1086,42,2
"2090445",5508,841,4,753,25,1
"2090446",5509,1001,9,936,33,1
"2090448",5510,733,3,524,19,0
"2090449",5511,961,3,600,16,3
"2090450a",5512,515,1,321,16,0
"2090450b",5513,223,0,142,4,0
"2090451",5514,431,2,461,10,0
"2110101",5515,240,0,34,4,0
"2110201",5516,234,2,36,2,0
"2110202",5517,19,0,0,0,0
"2110301",5518,347,1,34,4,0
"2110302",5519,22,0,0,1,0
"2110303",5520,58,0,5,3,0
"2110401",5521,205,1,17,4,0
"2110402",5522,73,1,12,2,0
"2130001",5523,248,1,68,2,0
"2130002",5524,200,0,28,6,0
"2130003",5525,157,3,246,3,0
"2130004",5526,730,2,219,6,4
"213001a",5527,823,0,110,8,0
"213001m",5528,822,3,233,9,1
"213001t",5529,974,2,188,8,0
"213002e",5530,1020,3,170,9,0
"213002m",5531,238,0,45,3,0
"213003b",5532,1461,0,159,17,1
"213003c",5533,962,5,183,12,0
"213003m",5534,735,0,104,6,0
"213003n",5535,603,0,53,9,0
"213004a",5536,233,1,107,1,0
"213004b",5537,600,1,212,10,0
"213004w",5538,490,0,113,5,0
"21301cr",5539,1019,3,127,10,2
"21301mn",5540,553,2,153,6,1
"21301tc",5541,1116,3,261,11,1
"21303cs",5542,987,1,135,5,0
"21303nw",5543,340,1,73,3,0
"21303ws",5544,581,1,94,14,2
"21304lp",5545,1213,2,240,10,0
"21304ms",5546,398,0,202,8,0
"21304se",5547,1758,2,290,23,2
"2132gbn",5548,955,3,274,10,0
"2132gbs",5549,815,4,167,7,0
"2132psn",5550,865,3,208,6,0
"2132pss",5551,1159,1,256,10,1
"2134nlp",5552,854,2,80,6,1
"2150001",5553,62,3,129,2,0
"2150002",5554,302,9,330,4,0
"2150003",5555,117,6,211,3,0
"2150004",5556,470,5,848,10,0
"2150005",5557,207,7,413,7,1
"2150006",5558,478,4,485,6,0
"2150007",5559,557,2,652,4,0
"2150008",5560,424,3,374,2,1
"2150009",5561,576,5,714,8,0
"2150010",5562,226,4,436,2,0
"2150011",5563,265,5,527,5,0
"2150012",5564,55,0,85,0,0
"2150013",5565,658,7,1105,12,1
"2150014",5566,160,2,314,4,0
"2150015",5567,99,2,129,3,0
"2150016",5568,230,5,761,3,0
"2150017",5569,227,5,353,4,0
"2150018",5570,39,0,45,2,0
"2150019",5571,65,1,42,0,0
"2150020",5572,481,33,805,16,0
"2150021",5573,61,1,107,1,0
"2150022",5574,67,3,125,2,0
"2150023",5575,269,2,423,7,1
"2150024",5576,52,0,13,0,0
"2150025",5577,459,6,585,6,0
"2150026",5578,53,2,166,0,0
"2150027",5579,74,1,148,1,0
"2150028",5580,321,4,464,5,0
"2150029",5581,261,1,258,5,0
"2150030",5582,587,7,1000,12,3
"2150031",5583,345,3,459,4,0
"2150032",5584,346,7,606,4,0
"2150033",5585,240,4,500,1,0
"2150034",5586,118,2,213,2,0
"2150035",5587,356,16,738,5,0
"2150036",5588,411,9,785,6,0
"2150037",5589,115,1,204,4,0
"2150038",5590,668,2,730,14,1
"2150039",5591,159,5,412,4,0
"2150040",5592,165,6,435,7,0
"2150041",5593,327,11,541,5,0
"2150042",5594,563,9,776,8,1
"2150043",5595,246,1,364,1,0
"2150044",5596,129,5,297,1,0
"2150045",5597,315,4,356,3,0
"2150046",5598,45,0,96,2,0
"2150047",5599,168,4,258,1,0
"2150048",5600,316,9,559,2,0
"2150049",5601,302,8,564,4,1
"2150050",5602,380,9,492,2,1
"2150051",5603,268,13,521,2,0
"2150052",5604,701,6,831,10,0
"2150053",5605,383,6,739,3,0
"2150054",5606,418,3,464,3,1
"2150055",5607,252,10,493,8,2
"2150056",5608,277,14,548,8,0
"2150057",5609,103,2,150,2,0
"2150058",5610,519,8,785,10,0
"2150059",5611,233,4,479,4,0
"2150060",5612,393,7,630,7,0
"2150061",5613,203,0,414,5,1
"2150062",5614,629,4,638,5,1
"2150063",5615,83,2,137,0,0
"2150064",5616,215,5,417,4,0
"2150065",5617,367,4,572,7,0
"2150066",5618,131,5,286,2,1
"2150067",5619,382,5,563,3,2
"2150068",5620,487,7,655,8,0
"2150069",5621,459,7,610,2,0
"2150070",5622,240,3,318,2,0
"2150071",5623,17,3,31,0,0
"2150072",5624,211,2,315,3,0
"2150073",5625,738,3,706,13,0
"2150074",5626,172,2,230,1,0
"2150075",5627,21,0,13,0,0
"2150076",5628,12,0,2,0,0
"2150077",5629,247,2,418,3,0
"2150078",5630,247,7,401,4,0
"2150079",5631,125,6,288,0,1
"2150080",5632,108,8,219,3,0
"2150081",5633,456,5,591,2,1
"2150082",5634,1,0,0,0,0
"2150083",5635,971,4,905,8,1
"2150084",5636,289,2,496,3,1
"2150085",5637,443,8,715,6,0
"2150086",5638,141,2,155,2,0
"2150087",5639,120,1,191,3,0
"2150088",5640,239,2,421,4,0
"2150089",5641,14,0,14,0,0
"2150090",5642,394,16,1153,5,0
"2150091",5643,140,1,193,5,1
"2150092",5644,29,2,51,1,0
"2150093",5645,45,1,56,1,0
"2150094",5646,215,5,352,5,0
"2150095",5647,282,8,679,10,0
"2150096",5648,607,5,710,7,0
"2150097",5649,295,2,502,4,0
"2150098",5650,423,7,740,10,0
"2150099",5651,353,7,558,6,0
"2150100",5652,428,3,602,6,0
"2150101",5653,231,2,157,1,0
"2150102",5654,343,1,194,2,0
"2150103",5655,691,4,686,9,0
"2150104",5656,344,6,543,3,1
"2150105",5657,506,9,792,1,0
"2150106",5658,432,3,597,6,0
"2150107",5659,346,8,548,5,0
"2150108",5660,193,2,497,4,0
"2150109",5661,308,3,706,10,0
"2150110",5662,130,0,261,3,0
"2150111",5663,437,8,555,8,1
"2150112",5664,155,7,339,2,0
"2150113",5665,705,4,941,15,0
"2150114",5666,992,4,922,11,1
"2150115",5667,304,5,543,5,0
"2150116",5668,299,3,419,3,0
"2150117",5669,307,12,628,6,0
"2150118",5670,356,2,552,4,0
"2150119",5671,144,0,307,4,0
"2150120",5672,270,4,442,7,0
"2150121",5673,34,0,60,0,0
"2150122",5674,277,22,501,13,1
"2150123",5675,140,4,229,3,0
"2150124",5676,281,1,330,2,1
"2150125",5677,131,1,189,0,0
"2150126",5678,305,2,387,1,0
"2150127",5679,92,4,244,0,0
"2150128",5680,214,3,429,1,1
"2150129",5681,42,2,43,0,0
"2150130",5682,224,1,221,0,0
"2150131",5683,4,0,10,0,0
"2150132",5684,92,4,203,1,0
"2150133",5685,12,0,25,2,0
"2150134",5686,633,3,628,11,1
"2150135",5687,292,3,383,1,0
"2150136",5688,294,2,409,5,0
"2150137",5689,7,0,11,0,0
"2150138",5690,34,0,78,1,0
"2150139",5691,50,0,74,1,0
"2150140",5692,1,0,5,0,0
"2150141",5693,8,1,44,2,0
"2150142",5694,258,5,398,3,0
"2150143",5695,541,9,639,3,0
"2150144",5696,5,0,3,0,0
"2150145",5697,147,1,171,8,0
"2150146",5698,142,7,342,3,1
"2150147",5699,17,0,27,0,0
"2150148",5700,2,0,13,0,0
"2150149",5701,8,0,15,0,0
"2150150",5702,189,4,269,5,0
"2150151",5703,902,10,1161,11,0
"2150152",5704,484,0,601,6,0
"2150153",5705,32,2,90,0,0
"2150154",5706,314,4,502,4,0
"2150155",5707,102,1,111,1,0
"2150156",5708,167,9,389,2,0
"2150157",5709,149,2,243,1,0
"2150158",5710,487,9,714,5,0
"2150159",5711,37,1,106,1,0
"2150160",5712,88,0,72,0,0
"2150161",5713,270,3,461,4,1
"2150162",5714,200,1,185,1,0
"2150163",5715,273,8,449,3,0
"2150164",5716,429,3,437,8,0
"2150165",5717,174,2,165,1,0
"2150166",5718,101,1,118,3,1
"2150167",5719,147,0,135,0,0
"2150168",5720,45,0,64,0,0
"2150169",5721,85,4,122,1,0
"2150170",5722,77,0,164,0,1
"2150171",5723,5,0,4,0,0
"2150172",5724,7,0,6,0,0
"2150173",5725,270,3,218,1,1
"2150174",5726,83,4,184,2,0
"2150175",5727,152,1,249,6,0
"2150176",5728,160,1,252,4,0
"2150177",5729,88,0,137,3,0
"2150178",5730,10,0,1,0,0
"2150179",5731,42,0,89,0,0
"2150180",5732,30,2,43,1,0
"2150181",5733,337,0,168,3,0
"2150182",5734,71,0,143,1,0
"2150183",5735,207,3,475,2,0
"2150184",5736,15,0,11,0,0
"2150185",5737,0,0,0,0,0
"2150186",5738,24,1,43,0,0
"2150187",5739,359,8,484,6,0
"2150188",5740,378,5,401,5,1
"2150189",5741,78,2,121,2,0
"2150190",5742,97,1,105,0,0
"2150191",5743,84,1,126,0,0
"2150192",5744,63,1,76,2,0
"2150193",5745,69,0,102,0,1
"2150194",5746,375,6,346,4,1
"2150195",5747,297,5,178,4,0
"2150196",5748,184,1,245,3,0
"2150197",5749,93,6,143,3,0
"2150198",5750,101,2,153,0,0
"2150199",5751,587,4,628,7,0
"2150200",5752,471,6,598,10,0
"2150201",5753,303,1,339,4,0
"2150202",5754,301,2,167,0,0
"2150203",5755,743,4,923,7,1
"2150204",5756,104,0,120,1,0
"2150205",5757,21,0,33,0,0
"2150206",5758,190,1,289,1,0
"2150207",5759,515,4,638,8,0
"2150208",5760,9,0,8,0,0
"2150209",5761,97,4,215,0,1
"2150210",5762,43,0,89,0,0
"2150211",5763,100,0,77,0,0
"2150212",5764,241,6,356,0,0
"2150213",5765,20,0,21,1,0
"2150214",5766,274,4,457,2,0
"2150215",5767,184,1,183,2,0
"2150216",5768,174,4,388,2,2
"2150217",5769,14,1,33,0,0
"2150218",5770,88,1,169,0,0
"2150219",5771,133,3,208,3,1
"2150220",5772,72,0,116,2,0
"2150221",5773,248,1,324,2,0
"2150222",5774,6,0,1,0,0
"2150223",5775,161,1,126,3,0
"2150224",5776,72,1,56,1,0
"2150225",5777,32,0,61,1,0
"2150226",5778,300,24,550,9,0
"2150227",5779,234,14,602,13,1
"2150228",5780,136,2,254,3,0
"2150229",5781,95,2,160,2,0
"2150230",5782,317,1,305,3,0
"2150231",5783,48,1,44,0,0
"2150232",5784,138,6,212,4,1
"2150233",5785,0,0,1,0,0
"2150234",5786,304,14,496,17,1
"2150235",5787,73,0,58,0,1
"2150236",5788,97,0,82,0,0
"2150237",5789,89,2,226,2,0
"2150238",5790,31,0,21,0,0
"2150239",5791,403,4,427,4,2
"2150240",5792,134,2,203,2,0
"2150241",5793,42,1,61,1,0
"2150242",5794,4,0,7,0,0
"2150243",5795,21,0,15,0,0
"2150244",5796,121,1,152,5,1
"2150245",5797,25,0,50,0,0
"2150246",5798,0,0,1,0,0
"2150247",5799,24,0,33,1,0
"2150248",5800,3,0,7,0,0
"2150249",5801,66,0,94,0,0
"2150250",5802,6,0,34,0,0
"2150251",5803,0,0,3,0,0
"2150252",5804,5,0,3,0,0
"2150253",5805,49,0,92,1,0
"2150254",5806,170,7,301,6,0
"2150255",5807,48,2,52,0,0
"2150256",5808,81,0,56,0,1
"2150257",5809,69,3,117,1,0
"2150258",5810,3,0,2,0,0
"2150259",5811,91,2,137,1,0
"2170001",5812,583,3,181,9,0
"2170002",5813,1002,0,137,9,0
"2170003",5814,250,0,166,7,0
"2170004",5815,1089,4,169,15,2
"2170005",5816,755,1,77,9,0
"2170006",5817,511,3,139,8,0
"2170007",5818,534,2,78,4,0
"2170008",5819,1132,2,187,10,0
"2170009",5820,553,1,104,5,1
"2170010",5821,825,4,189,11,0
"2170011",5822,365,0,57,3,0
"2170012",5823,702,1,169,6,0
"2170013",5824,1117,3,177,13,1
"2190011",5825,195,1,34,1,0
"2190014",5826,427,2,38,3,0
"2190015",5827,213,1,25,3,0
"2190016",5828,907,2,112,5,3
"2190021",5829,673,4,127,8,0
"2190024",5830,316,0,37,6,0
"2190032",5831,555,0,123,2,0
"2190033",5832,47,0,3,0,0
"2190035",5833,39,1,10,0,0
"2190036",5834,59,0,39,1,0
"2190043",5835,167,0,11,0,0
"2190044",5836,312,1,68,3,0
"2190045",5837,525,1,125,5,2
"2190046",5838,255,1,34,2,0
"2210101",5839,994,2,221,22,0
"2210103",5840,1453,3,305,17,0
"2210105",5841,1230,0,164,15,0
"2210107",5842,490,0,57,7,1
"2210112",5843,748,2,164,11,0
"2210202",5844,1561,7,378,33,0
"2210211",5845,1064,1,212,9,1
"2210216",5846,2103,5,362,18,2
"2210218",5847,1642,2,286,15,1
"2210310",5848,1611,1,313,25,1
"2210313",5849,1858,6,336,18,4
"2210314",5850,1894,7,377,23,0
"2210317",5851,1128,1,187,15,1
"2210404",5852,813,2,176,13,1
"2210408",5853,1489,4,310,21,5
"2210409",5854,2354,4,417,17,0
"2210415",5855,164,0,36,2,1
"2230001",5856,978,3,198,13,0
"2230002",5857,980,2,213,13,0
"2230003",5858,701,3,187,12,0
"2230004",5859,735,1,125,3,0
"2230005",5860,307,0,30,4,0
"2230008",5861,146,1,28,2,0
"2230011",5862,344,1,72,2,0
"2230012",5863,180,0,21,0,0
"2230013",5864,428,1,74,3,0
"2230014",5865,467,0,60,4,0
"2230016",5866,628,0,58,2,0
"2230017",5867,621,1,95,7,0
"223001a",5868,349,1,104,2,0
"2230020",5869,316,3,26,3,0
"2230023",5870,164,1,17,2,0
"2230024",5871,393,0,47,2,0
"2230025",5872,211,3,30,2,0
"223002a",5873,339,2,204,3,0
"2230036",5874,521,1,56,5,0
"223003a",5875,709,0,159,7,0
"223004a",5876,706,3,195,11,0
"2250001",5877,343,2,151,2,0
"2250002",5878,565,3,157,8,0
"2250003",5879,268,3,333,10,1
"2250004",5880,722,2,215,7,0
"2250005",5881,680,0,75,2,0
"2250006",5882,501,2,105,3,0
"2250007",5883,438,0,56,3,0
"2250008",5884,210,1,27,0,0
"2250009",5885,260,0,17,0,1
"2250010",5886,130,0,19,2,1
"2250011",5887,74,0,10,0,0
"2250012",5888,85,0,9,1,0
"2250014",5889,142,0,11,1,0
"2250015",5890,139,1,32,0,0
"2250016",5891,175,0,16,0,0
"2250017",5892,188,0,6,0,0
"2250018",5893,62,1,27,0,0
"2250019",5894,304,0,68,1,0
"2250020",5895,128,0,5,1,0
"2250021",5896,179,0,40,2,0
"2250022",5897,133,0,20,1,0
"2270011",5898,155,8,115,1,0
"2270012",5899,73,1,64,3,0
"2270013",5900,78,1,33,2,0
"2270014",5901,33,0,7,0,0
"2270016",5902,31,1,14,1,0
"2270024",5903,215,2,44,2,0
"2270025",5904,457,1,121,11,1
"2270026",5905,94,0,8,0,0
"2270031",5906,44,0,25,1,0
"2270032",5907,35,0,10,0,0
"2270033",5908,432,2,112,13,0
"2270034",5909,451,6,124,5,0
"2270035",5910,91,0,15,3,0
"2270037",5911,0,0,0,0,0
"2270041",5912,6,0,2,0,0
"2270042",5913,154,2,57,2,2
"2270045",5914,180,1,46,2,0
"2270046",5915,302,3,66,6,0
"2270103",5916,60,1,13,0,0
"2270104",5917,62,0,4,0,0
"2270105",5918,0,0,0,0,0
"227012a",5919,31,1,4,1,0
"2270205",5920,639,3,49,7,1
"2270207",5921,489,1,23,10,0
"2270208",5922,4,0,0,1,0
"2270209",5923,0,0,0,0,0
"2270304",5924,270,0,25,0,0
"227031a",5925,0,0,0,0,0
"227034a",5926,0,0,0,0,0
"2270404",5927,242,0,27,3,0
"2270405",5928,124,1,10,2,0
"2270408",5929,33,0,1,0,0
"2270409",5930,224,1,12,6,0
"227207c",5931,274,3,41,0,0
"227208c",5932,84,1,5,0,0
"2290001",5933,196,8,37,3,1
"2290002",5934,52,4,63,3,0
"2290004",5935,120,3,52,1,0
"229001w",5936,58,1,26,0,0
"229003n",5937,59,1,29,1,0
"229003s",5938,53,1,42,1,0
"229004s",5939,38,0,3,1,0
"22904nw",5940,12,0,8,1,0
"2310101",5941,640,1,96,2,0
"2310102",5942,258,1,45,4,0
"2310103",5943,356,1,58,2,0
"2310104",5944,508,0,74,6,0
"2310105",5945,223,1,73,4,0
"2310106",5946,516,4,284,7,0
"2310107",5947,1130,6,417,19,2
"2310108",5948,445,3,238,8,1
"2310109",5949,650,2,102,11,0
"2310110",5950,333,2,93,1,0
"2310111",5951,168,1,83,3,0
"2310212",5952,332,2,75,1,0
"2310213",5953,521,3,50,5,0
"2310216",5954,1120,5,254,4,0
"2310217",5955,838,3,137,12,0
"2310318",5956,377,2,52,3,0
"2310319",5957,958,4,138,10,0
"2310320",5958,880,1,192,13,1
"2310321",5959,596,1,136,8,1
"2310322",5960,393,0,69,4,1
"2310323",5961,1367,1,233,11,2
